College Name,State,District/City,Departments,Department Count
"Shriram Education Soceity's Shivaji Polytechnic, Atpadi, Sangli",Maharashtra,Sangli,Civil Engineering; Computer Technology; Electrical Engineering; Electronics and Telecommunication Engg; Mechanical Engineering,5
"Shriram Gram Vikas Shikshan Sanstha, Vilasrao Deshmukh College of Engineering and Technology, Nagpur",Maharashtra,Nagpur,Engineering/BTech,1
"Shriram Institute Of Engineering & Technology, (Poly), Paniv",Maharashtra,Solapur,Civil Engineering; Computer Technology; Electrical Engineering; Electronics and Telecommunication Engg; Engineering/BTech; Mechanical Engineering,6
"Shriram Institute Of Engineering & Technology, Paniv",Maharashtra,Solapur,Civil Engineering; Computer Technology; Electrical Engineering; Electronics and Telecommunication Engg; Engineering/BTech; Mechanical Engineering,6
"Shriram Pratishthan, Apurva Polytechnic, Rawalgaon, Parbhani.",Maharashtra,Parbhani,Civil Engineering; Electrical Engineering; Mechanical Engineering,3
"Shubhamkaroti Charitable & Educational Trusts, Vasai College of Science & Technology",Maharashtra,Palghar,Science,1
Shurparaka Educational & Medical Trust M.B. Harris College of Arts & A.E. Kaleskar College of Commerce & Management,Maharashtra,Palghar,Arts; Commerce; Management; Medical,4
SIA College of Higher Education,Maharashtra,Thane,Education,1
"Siddhant College of Engineering & Polytechnic, Maval, Pune",Maharashtra,Pune,Artificial Intelligence (AI) and Machine Learning; Civil Engineering; Computer Engineering; Electrical Engineering; Electronics and Telecommunication Engg; Engineering/BTech; Information Technology; Mechanical Engineering,8
"Siddhant College of Engineering, A/p Sudumbare, Tal.Maval, Dist-Pune",Maharashtra,Pune,Artificial Intelligence; Civil Engineering; Computer Engineering; Electrical Engineering; Electronics and Telecommunication Engg; Engineering/BTech; Mechanical Engineering,7
"Siddharth Arts, Commerce & Science College Jafrabad",Maharashtra,Jalna,Arts; Commerce; Science,3
Siddharth College of Commerce & Economics,Maharashtra,Mumbai,Commerce,1
Siddharth College of Law,Maharashtra,Mumbai,Law,1
Siddharth College Of Library & Information Science Padegaon Aurangabad,Maharashtra,Aurangabad,Science,1
"Siddheshwar College Of Arts, Science And Commerce, Place- Majalgaon City, Taluka",Maharashtra,Beed,Arts; Commerce; Science,3
"Siddhivinayak Shikshan Prasarak Mandals, R. K. B.Ed. College",Maharashtra,Mumbai,Education,1
"Siddhivinayak Technical Campus, School of Engineering & Research Technology, Shirasgon, Nile",Maharashtra,Buldhana,Artificial Intelligence; Civil Engineering; Computer Science and Engineering; Electrical Engineering; Electronics and Telecommunication Engg; Engineering/BTech; Mechanical Engineering,7
"SIES (Nerul) College of Arts, Science & Commerce",Maharashtra,Thane,Arts; Commerce; Science,3
"SIES College of Arts, Science & Commerce",Maharashtra,Mumbai,Arts; Commerce; Science,3
SIES Graduate School of Technology,Maharashtra,Thane,Computer Science Engineering; Electronics and Telecommunication Engineering; Information Technology; Mechanical Engineering; Printing and Packaging Technology,5
SINDHU EDUCATION SOCIETY SINDHU SINIOR COLLEGE GANDHINAGAR,Maharashtra,Nagpur,Education,1
"Sindhu Education Societys (S.E.S.) Swami Hansmuni Maharaj Degree College of Commerce, Ulhasnagar",Maharashtra,Thane,Commerce; Education,2
Sindhudurga College of Engineering (Kankavli)- (SSPMs),Maharashtra,Sindhudurg,Engineering,1
"Sindhudurga Education Society, V.Y.S. B.Ed. College",Maharashtra,Sindhudurg,Education,1
"Sinhgad Academy of Engineering, Kondhwa (BK) Kondhwa-Saswad Road, Pune",Maharashtra,Pune,Engineering/BTech,1
"Sinhgad College of Engineering, Vadgaon (BK), Pune",Maharashtra,Pune,Engineering/BTech,1
Sinhgad Institute of Business Management,Maharashtra,Mumbai,Management,1
Sinhgad Institute of Technology,Maharashtra,Pune,Engineering/BTech,1
"Sinhgad Tech Education Society's Sou. Venutai Chavan Polytechnic, Pune",Maharashtra,Pune,Civil Engineering; Computer Technology; Electronics and Telecommunication Engg; Information Technology; Mechanical Engineering,5
"Sinhgad Technical Education Society (SKNCOE, SCOE, SIT, SITS), Pune",Maharashtra,Pune,Artificial Intelligence & Data Science; Civil Engineering; Computer Engineering; Computer Technology; Electrical Engineering; Electronics and Telecommunication Engg; Engineering/BTech; Information Technology; MBA (IT); MCA; Mechanical Engineering,11
Sinhgad Technical Education Society Nivruti Babaji Navale College of Commerce and science,Maharashtra,Pune,BSc,1
Sinhgad Technical Education Society Sinhgad College of Science,Maharashtra,Pune,BSc; MCA,2
Sinhgad Technical Education Society Sinhgad Institute of Business Administration and Research,Maharashtra,Pune,MCA,1
Sinhgad Technical Education Society Sinhgad Institute of Management,Maharashtra,Pune,MCA,1
Sinhgad Technical Education Society Sinhgad Institute Of Management And Computer Application,Maharashtra,Pune,MCA,1
"Sinhgad Technical Education Society's Smt. Kashibai Navale College of Engineering,Vadgaon,Pune",Maharashtra,Pune,Engineering/BTech,1
"Sinhgad Technical Education Society, Sinhgad Institute of Technology and Science, Narhe (Ambegaon)",Maharashtra,Pune,Engineering/BTech,1
"Sipna College of Engg.& Technology, Amravati",Maharashtra,Amravati,Artificial Intelligence and Data Science; Civil Engineering; Computer Science Engineering; Electronics and Telecommunication Engineering; Information Technology; MBA; Mechanical Engineering,7
"Sipna Shikshan Prasarak Mandal College of Engineering & Technology, Amravati",Maharashtra,Amravati,Engineering/BTech,1
Sir J.J. Institute of Applied Art,Maharashtra,Mumbai,Fine Arts / Applied Art,1
Sir M Visvesvaraya Institute of Management Studies,Maharashtra,Mumbai,Management,1
"Sir Sayyed College Of Arts, Commerce & Science, Place- Aurangabad City (Municipal Corp. Area) , Taluka - Aurangabad City",Maharashtra,Aurangabad,Arts; Commerce; Science,3
"Sir Shantilal Badjate Charitable Trust's S. B. Jain Institute of technology, Management & Research, Nagpur",Maharashtra,Nagpur,Engineering/BTech,1
Sitabai Arts & Comm College Akola,Maharashtra,Akola,Arts,1
"Sitabai Arts, Comm., & Science Mv., Akola",Maharashtra,Akola,Arts; Science,2
"SKN Sinhgad Institute of Technology & Science, Kusgaon(BK),Pune.",Maharashtra,Pune,Engineering/BTech,1
"Skylark Foundation Art's,Commerce And Science College",Maharashtra,Pune,BSc,1
"Smarth Samaj's S. H. Jondhale Polytechnic, Dombivli",Maharashtra,Thane,Artificial Intelligence; Chemical Engineering; Civil Engineering; Computer Engineering; Digital Electronics; Electronics and Telecommunication Engg; Mechanical Engineering,7
Smt Shyampatidevi Mishra Education Trust Shri GPM Degree College,Maharashtra,Mumbai,Education,1
"Smt. Akkatai Ramgonda Patil Kanya Mahavidyalaya, ICHALKARANJI-416115 Tal- Hatkanangale, Dist- Kolhapur",Maharashtra,Kolhapur,Arts; Commerce,2
"Smt. Dankuwar Mahila Mahavidyalaya, Arts & Commerce , Place- Jalna City (Municipal Corp. Area)",Maharashtra,Jalna,Arts; Commerce,2
"Smt. Gangabai Khivraj Ghodawat Kanya Mahavidyalaya, JAYSINGPUR-416 101 Tal- Shirol, Dist-Kolhapu",Maharashtra,Kolhapur,Arts; BCA; Commerce,3
"Smt. Geeta D. Tatkare Polytechnic At Gove, Kolad",Maharashtra,Raigad,Chemical Engineering; Civil Engineering; Computer Engineering; Electrical Engineering; Mechanical Engineering,5
"Smt. Indira Gandhi College of Engineering, Navi Mumbai",Maharashtra,Thane,Engineering/BTech,1
"Smt. Janakibai Rama Salvi College of Arts, Commerce and Science (CS & IT), Kalwa",Maharashtra,Thane,Arts; Commerce; Science,3
"Smt. K L Tiwari College of Architecture, Nallasopara",Maharashtra,Palghar,Architecture,1
"Smt. K. L. Tiwari College of Architecture, Mira Road, Dist. Thane",Maharashtra,Thane,Architecture,1
Smt. Kamaladevi Gauridutt Mittal College of Arts & Commerce,Maharashtra,Mumbai,Arts; Commerce,2
Smt. Kapila Khandvala College of Education,Maharashtra,Mumbai,Education,1
"Smt. Kasturbai Walchand College of Arts & Science, Wood house Road, Rajnemi Campus SANGLI-416 416",Maharashtra,Sangli,Arts; Science,2
"Smt. Kesharbai Lahoti Mv., Amravati",Maharashtra,Amravati,Arts; BBA; BCA; Commerce,4
"Smt. Kesharbai Sonajirao Kshirsagar Alias Kaku Arts, Science & Commerce College, Beed., Place- Beed City, Taluka - Beed",Maharashtra,Beed,Arts; Commerce; Science,3
"Smt. Kokilabai Mv., Daryapur",Maharashtra,Amravati,Arts,1
Smt. L.R.T. College of Commerce,Maharashtra,Akola,Commerce,1
Smt. L.R.T. College of Commerce Akola,Maharashtra,Akola,Commerce,1
"Smt. Mathubai Garware Kanya Mahavidyalaya, S.T.Stand Road, Khan Bhag, SANGLI-416 416",Maharashtra,Sangli,Arts; BBA; BCA; Commerce,4
"Smt. Meenalben Maheta College, Panchgani (Arts,Commerce & Science) -412805 Tal- Mahabaleshwar Dist-Satara",Maharashtra,Satara,Arts; Commerce; Science,3
Smt. Mithibai Motiram Kundnani College of Commerce & Economics,Maharashtra,Mumbai,Commerce,1
"Smt. Nankibai Wadhwani Arts Mv., Yavatmal",Maharashtra,Yavatmal,Arts,1
"Smt. Premalatai Chavan Polytechnic, Karad",Maharashtra,Satara,Architecture Assistantship; Civil Engineering; Computer Engineering; Electrical Engineering; Mechanical Engineering,5
"Smt. Putalaben Shah College of Education, Rajwada, SANGLI-416 416",Maharashtra,Sangli,Education,1
"Smt. Radhabai Sarda Arts, Comm. & Science Mv., Anjangaon Surji",Maharashtra,Amravati,Arts; Science,2
"Smt. Sakuntalabai Dhabekar Mv., Karanja Lad",Maharashtra,Washim,Arts; Commerce; Education; Law; Vocational Studies,5
"Smt. Shakuntalabai Bordikar Arts Sr. College, Jintur Dist. Parbhani",Maharashtra,Parbhani,Arts,1
"Smt. Shakuntalabai Kadam Bordikar Senior Arts College, Bori Tq. Jintur Dist. Parbhani",Maharashtra,Parbhani,Arts,1
"Smt. Shobhatai Kore Warana mahila Mahavidylaya, Yellur, Tal.Shahuwadi,Dist. Kolhapiur",Maharashtra,Kolhapur,Arts; Commerce; Science,3
"Smt. Sindutai Jadhao Arts, & Sci. Mv. Mehkar",Maharashtra,Buldhana,Arts,1
"Smt. Surajdevi R. Mohata Mv., Khamgaon",Maharashtra,Buldhana,Arts; Commerce,2
"Smt. Sushiladevi Deshmukh Arts commerce science, college",Maharashtra,Hingoli,Arts; Commerce; Science,3
"Smt. Sushiladevi Deshmukh College of Arts, Science and Commerce",Maharashtra,Thane,Arts; Commerce; Science,3
"Smt. Sushiladevi Deshmukh College, Nitur Tq. Nilanga Dist. Latur",Maharashtra,Hingoli,Arts,1
Smt. Sushiladevi Deshmukh Mahila college,Maharashtra,Hingoli,Arts,1
"Smt. V.N. Mahila Mv., Pusad",Maharashtra,Yavatmal,Arts; Commerce,2
"Smt.Indirabai Meghe Mv., Amravati",Maharashtra,Amravati,Arts,1
"Smt.Panchfuladevi Social Work Mv., Akola",Maharashtra,Akola,Social Work,1
"Smt.Premalatai Chavan College of Architecture, 271, Mangalwar Peth, Karad, Tal-Karad, Dist.-Satara.",Maharashtra,Satara,Architecture,1
"Smt.Rajamati Nemgonda Patil Kanya Mahavidyalaya (Arts, Commerce & Science ) Neminathnagar Dhamani Road, SANGLI. Tal:Miraj Dist: Sangli-416 416",Maharashtra,Sangli,Arts; Commerce; Science,3
"Smt.Shakuntalabai Bordikar College of Computer, Jintur Dist. Parbhani",Maharashtra,Parbhani,Arts,1
"Smt.Vijayadevi Desai Senior College, At Post -Daulatnagar, Tal.-Patan, Dist.- Satara",Maharashtra,Satara,Arts; Commerce; Science,3
"SNJB's Late Sau. Kantabai Bhavarlalji Jain College of Engineering, (Jain Gurukul), Neminagar,Chandwad,(Nashik)",Maharashtra,Nashik,Engineering/BTech,1
"SNJB's Shri. Hiralal Hastimal (Jain Brothers, Jalgaon) Polytechnic,Chandwad",Maharashtra,Jalgaon,Civil Engineering; Computer Technology; Electronics and Telecommunication Engg; Mechanical Engineering,4
"Social Security Mission Science And Multimedia, Place- Garkheda Parisar,Taluka - Aurangabad City",Maharashtra,Aurangabad,Science,1
Society For Computer Technology And Research SCTR's Pune Institute of Computer Technology,Maharashtra,Pune,PG Diploma,1
"Solapur Education Society's Polytechnic, Solapur",Maharashtra,Solapur,Civil Engineering; Computer Technology; Electrical Engineering; Electronics and Telecommunication Engg; Mechanical Engineering,5
"Somaiya Vidyavihar S.K. Somaiya College of Arts, Science & Commerce",Maharashtra,Mumbai,Arts; Commerce; Science,3
"Somaiya Vidyavihar, K.J. Somaiya College of Arts & Commerce",Maharashtra,Mumbai,Arts; Commerce,2
"Someshwar Shikshan Prasarak Mandal Someshwar Science College, Someshwarnagar",Maharashtra,Pune,BSc,1
"Sonopant Dandekar Shikshan Mandals Arts, Commerce and Science Womens College, Palghar",Maharashtra,Palghar,Arts; Commerce; Science,3
"Sonopant Dandekar Shikshan Mandals Sonopant Dandekar Arts, V.S. Apte Commerce M.H. Mehta Science College",Maharashtra,Palghar,Arts; Commerce; Science,3
"Sonubhau Baswant College of Arts and Commerce, Shahapur",Maharashtra,Thane,Arts; Commerce,2
Sophia College for Women Convent of the sacred Heart,Maharashtra,Mumbai,Arts; Information Technology; Mass Communication; Science,4
"Sophia Shree B.K. Somani Memorial Polytechnic, Mumbai",Maharashtra,Mumbai,Dress Designing and Garment Manufacturing,1
Sophia Smt. Manorama Devi Somani College,Maharashtra,Mumbai,Hospitality and Food Technology; Social Communications Media,2
"South Indian Children Education Society Arts, Science &",Maharashtra,Thane,Arts; Education; Science,3
"South Ratnagiri District Shikshan Prasarak Mandal Shri Pancham Khemraj Mahavidyalaya, Sawantwadi",Maharashtra,Sindhudurg,Arts; Biotechnology; Commerce; Science,4
"Special Education (Hearing Empered) Adhayapak Mahavidyalaya, Near Govt, Doodh Dairy, Miraj, Dist- Sangli - 416 410.(Non functioning college)",Maharashtra,Sangli,Education,1
"Special Education College (M.R./H.R.), Latur-413531",Maharashtra,Hingoli,Education,1
Sree Narayana Guru College of Commerce,Maharashtra,Mumbai,Commerce,1
"Srhiram Pratishthan Aditya Institute pf Pharmacy, Selu, Dist. Parbhani",Maharashtra,Parbhani,Pharmacy,1
Sri Hari Educations Trusts St. Rocks Degree College of Law,Maharashtra,Mumbai,Law,1
"Sri Sri Institute Of Computer Science , Place- Umerga, Taluka - Omerga",Maharashtra,Osmanabad,Computer Science; Science,2
St Josephs Senior College of Arts & Commerce,Maharashtra,Palghar,Arts; Commerce,2
"St. Andrews College of Arts, Science & Commerce",Maharashtra,Mumbai,Arts; Commerce; Science,3
St. Francis Institute of Management & Research,Maharashtra,Mumbai,Management,1
St. Francis Institute of Technology,Maharashtra,Mumbai,Artificial Intelligence and Machine Learning; Computer Engineering; Electrical Engineering; Electronics and Computer Science; Electronics and Telecommunication Engineering; Information Technology; Mechanical Engineering,7
"St. Francis Institute of Technology,Borivali, Mumbai",Maharashtra,Mumbai,Engineering/BTech,1
St. Gonsalo Garcia College of Arts & Commerce,Maharashtra,Palghar,Arts; Commerce,2
"St. John Institute of Pharmacy & Research, Palghar",Maharashtra,Palghar,Pharmacy,1
St. Paul College (BMS),Maharashtra,Thane,Management; Mass Communication,2
St. Teresas Institute of Education,Maharashtra,Mumbai,Education,1
"ST. Vincent Pallotti College of Engineering & Technology, Nagpur",Maharashtra,Nagpur,Artificial Intelligence and Data Science; Civil Engineering; Computer Engineering; Cyber Security; Electrical Engineering; Electronics and Telecommunication; Engineering/BTech; Information Technology; Mechanical Engineering,9
"St. Wilfreds College of Arts, Commerce & Science",Maharashtra,Mumbai,Arts; Commerce; Science,3
St. Wilfreds College of Law,Maharashtra,Mumbai,Law,1
"St. Wilfreds Education Society, Architecture College",Maharashtra,Mumbai,Architecture; Education,2
"ST. WILFREDS EDUCATION SOCIETY, ST. WIFREDS INSTITUTE OF PHARMACY",Maharashtra,Mumbai,Education; Pharmacy,2
"St. Xavier's Technical Institute, Mumbai",Maharashtra,Mumbai,Computer Engineering; Electronics and Telecommunication Engg,2
St. Xaviers College (Autonomous),Maharashtra,Mumbai,Arts; Biotechnology; Commerce; Information Technology; Management; Mass Media; Science,7
St. Xaviers Institute of Education,Maharashtra,Mumbai,Education,1
"Sterling College of Arts, Science and Commerce, Nerul",Maharashtra,Thane,Arts; Commerce; Science,3
Sterling Institute of Management Studies,Maharashtra,Thane,Management,1
"Sterling Institute of Pharmacy, Navi Mumbai",Maharashtra,Thane,Pharmacy,1
"STMEI's Sandipani Technical Campus-Faculty of Engineering, Latur.",Maharashtra,Latur,Civil Engineering; Computer Engineering; Engineering/BTech; Mechanical Engineering,4
"Subhadra Educational Society S.N.B.P College Of Arts ,Commerce,Science and Management Studies",Maharashtra,Pune,BSc; MBA (IT),2
Subhadra Educational Society S.N.B.P. COLLEGE,Maharashtra,Pune,BSc,1
Sudarshan Educational Foundation's Sarsam College Management and technology,Maharashtra,Pune,MCA,1
Sudhakarrao Naik. Mv. Akola,Maharashtra,Akola,Arts; Commerce,2
"Suhas Institute of technology, Javjibuvachiwadi, Post Kasurdi, Daud",Maharashtra,Pune,Computer Engineering; Electrical Engineering; Mechanical Engineering,3
"Sulochana Behelekar Samajik & Bahu Uddeshiya Shikshan Sanstha,Dnyaneshwar Polytechnic, Ahmednagar",Maharashtra,Ahmednagar,Civil Engineering; Computer Engineering; Electronics and Telecommunication Engg; Mechanical Engineering,4
"Suman Education Society, LN College (Night)",Maharashtra,Mumbai,Education,1
"Suman Education Societys, LN College of Commerce & Science (Day",Maharashtra,Mumbai,Commerce; Education; Science,3
"Suman Ramesh Tulsiani Technical Campus Faculty of Engineering, Kamshet,Pune.",Maharashtra,Pune,Civil Engineering; Computer Engineering; Computer Science and Engineering; Engineering/BTech; Mechanical Engineering,5
"Sunder Rao More Arts, Commerce and Science Senior College, Poladpur",Maharashtra,Raigad,Arts; Commerce; Science,3
"Sunsuba Polytechnic, Igatpuri",Maharashtra,Nashik,Civil Engineering; Electrical Engineering; Electronics and Telecommunication Engg; Mechanical Engineering,4
Surju Sing Memorial College of Education & Research,Maharashtra,Thane,Education,1
Suryadatta Education Foundation Suryadatta International Institute of Cyber Security (SIICS),Maharashtra,Pune,BSc; MCA,2
"Surydatta Education Foundation Surydatta College of Management, Information Research & Technology",Maharashtra,Pune,BSc; MCA,2
"Suryodaya College of Engineering & Technology, Nagpur",Maharashtra,Nagpur,Civil Engineering; Electrical Engineering; Engineering/BTech; Mechanical Engineering; Mining Engineering,5
"Suryodaya Gramin Vikas Sansthas, Chhatrapati Shivaji College Of Computer Science And Management, Morewadi, Place- Ambajogai City, Taluka -Ambajogai",Maharashtra,Beed,Computer Science; Management; Science,3
"Sushila Shankarrao Gadhave Mahavidyalaya A/P – Khandala-Bavada-412 802, Tal-Khandala, Dist-Satara",Maharashtra,Satara,Arts; BCA; Commerce; Science,4
Suvidya Centre of Special Education,Maharashtra,Mumbai,Education,1
Svkm's Shri Bhagubhai Mafatlal Polytechnic & College of Engineering,Maharashtra,Mumbai,Chemical Engineering; Civil Engineering; Computer Engineering; Electrical Engineering; Electronics and Telecommunication Engg; Information Technology; Mechanical Engineering; Plastics Engineering,8
"Svkm's Shri Bhagubhai Mafatlal Polytechnic & D.J. Sanghvi College of Engineering, Mumbai",Maharashtra,Mumbai,Biomedical Engineering; Chemical Engineering; Civil Engineering; Computer Engineering; Data Science; Electrical Engineering; Electronics and Telecommunication Engg; Engineering/BTech; Information Technology; Mechanical Engineering; Plastics Engineering,11
"Swa. Jagannath Jattewar Shikshan Sanstha's, IDEAS- Institute of Design Education & Architectural studies, Nagpur",Maharashtra,Nagpur,Architecture; Interior Design,2
"Swa. Sai. Kai. Kamalnarayanji Jaiswal College Of Arts, Commerce And Science, Place- Garkheda Parisar, Taluka -Aurangabad City",Maharashtra,Aurangabad,Arts; Commerce; Science,3
"Swa. Sawarkar Arts, Commerce And Science College, Place- Beed City,Taluka - Beed",Maharashtra,Beed,Arts; Commerce; Science,3
"Swami Ramanand Tirth Arts And Commerce College, Place- Ambajogai City, Taluka - Ambajogai",Maharashtra,Beed,Arts; Commerce,2
"Swami Vikekanand Institute of Polytechnic, Latur",Maharashtra,Latur,Artificial Intelligence; Civil Engineering; Computer Engineering; Electrical Engineering; Electronics and Telecommunication Engg; Mechanical Engineering,6
"Swami Vivekanand Adhyapak Mahavidyalaya, Udgir Dist. Latur",Maharashtra,Hingoli,Education,1
"Swami Vivekanand Arts, Commerce & Science College, Place- Parali Vaijnath City, Taluka - Parli Vaijanath",Maharashtra,Beed,Arts; Commerce; Science,3
Swami Vivekanand College of Computer Science & I.T. Hingoli Dist. Hingoli,Maharashtra,Hingoli,Computer Science; Science,2
"Swami Vivekanand College of Pharmacy, Udgir, Survey No. 184, Bodhan Nagar, Jalkot Road, Udgir, Latur",Maharashtra,Hingoli,Pharmacy,1
"Swami Vivekanand Institute Of Management Science, Aurangabad.",Maharashtra,Aurangabad,Management; Science,2
"Swami Vivekanand Mahavidyalaya, Shirur Tajband Tq. Ahemadpur Dist. Latur",Maharashtra,Hingoli,Arts,1
"Swami Vivekanand Senior College,Mantha Tq. Mantha Dist. Jalna",Maharashtra,Jalna,Arts; Commerce; Science,3
"Swami Vivekanand Shikshan Sansthas,College Of Education, Osmanabad Place- Osmanabad, Taluka - Osmanabad",Maharashtra,Osmanabad,Education,1
"Swami Vivekananda Pratisthan, Swami Vivekananda Institute Of Technology,Khed, Solapur",Maharashtra,Solapur,Civil Engineering; Computer Engineering; Electronics and Telecommunication Engg; Mechanical Engineering,4
"Swami Vivekananda Shikshan Sanstha, Dr. Bapuji Salunkhe Institute Of Engineering & Technology,Kolhapur",Maharashtra,Kolhapur,Artificial Intelligence; Civil Engineering; Computer Engineering; Electrical Engineering; Engineering/BTech; Mechanical Engineering,6
"Swami Vivekand College of Information Technology, Bidar Road, Udgir Dist. Latur-413517",Maharashtra,Hingoli,Information Technology,1
"Swaminarayan Siddhanta Institute Of Technology, Nagpur",Maharashtra,Nagpur,Engineering/BTech,1
"Swaraj Institute of Management, S.No.636, NH4, At-Vanavaswadi, Post-Vahgaon, Tal-Karad, Dist- Satara –416 124.",Maharashtra,Satara,Management,1
SWARGIYA AMBAJI BABURAO KHAMKAR (GURUJI) VARISHATH MAHAVIDYALAY,Maharashtra,Kolhapur,Arts; Commerce; Science,3
"Swargiya Sanjibhai Roopajibhai Memorial Trust SSR College of Arts, Commerce and Science",Dadra and Nagar Haveli and Daman and Diu,Dadra and Nagar Haveli,BSc,1
Swatantraya Sainik Digambarraoji Mule Special Education College Udgir Dist. Latur,Maharashtra,Hingoli,Education,1
"Swatantraya Sainik Suryabhanji Pawar College, Purna Dist. Parbhani",Maharashtra,Parbhani,Arts; Home Science; Library Science,3
"Swavalambi Shikshan Sanstha's Sushganga Polytechnic, Wani",Maharashtra,Yavatmal,Civil Engineering; Computer Technology; Electrical Engineering; Electronics and Telecommunication Engg; Mechanical Engineering; Mining and Mine Surveying,6
Swayam Siddhi College of Management & Research,Maharashtra,Thane,Management,1
"Swayam Siddhi Mitra Sangh Night Degree College, Bhiwandi",Maharashtra,Thane,Commerce; Hotel/Hospitality Studies; Management,3
Sydenham College of Commerce & Economics,Maharashtra,Mumbai,Commerce,1
T.J.EDUCATION SOCIETYS SHETH NANJIBHAI KHIMJIBHAI THAKKAR THANAWALA COLLEGE OF COMMERCE AND SHETH JAYANTILAL TRIBHOVANDAS THAKKAR THANAWALA COLLEGE OF ARTS,Maharashtra,Thane,Arts; Commerce; Education,3
"T.M.E. Society's J.T.Mahajan College of Engineering, Faizpur",Maharashtra,Jalgaon,Engineering/BTech,1
"Takshashila Mv., Amravati",Maharashtra,Amravati,Arts; BCA; Commerce; Management,4
"TAKSHASHILA POLYTECHNIC, AMRAVATI.",Maharashtra,Amravati,Civil Engineering; Computer Engineering; Electrical Engineering; Mechanical Engineering,4
Takshshila Mv. Amravati,Maharashtra,Amravati,Arts; BCA; Commerce; Management,4
"Talat College Of Education, (B. Ed. )",Maharashtra,Aurangabad,Education,1
"Tanajirao Patil Shikshanshastra Mahavidyalaya, Atpadi, Tal-Atpadi, Dist.Sangli",Maharashtra,Sangli,Education,1
"Tanmay Foundation, Jijamata Mahavidyalay, At Padsali, Post Durgmanwad, Tal. Radhanagari, Dist. Kolhapur",Maharashtra,Kolhapur,Arts; Commerce; Science,3
Tanzil Institute Of Education (B.Ed.) Aurangabad,Maharashtra,Aurangabad,Education,1
"Tarai Arts And Science College, Place- Paithan Taluka, Dist - Aurangabad",Maharashtra,Aurangabad,Arts; Science,2
"Tatkare Charitable Trust Dr. Shree Nanasaheb Dharmadhikari Arts, Science and Commerce, Kolad",Maharashtra,Raigad,Arts; Commerce; Science,3
"Tatyasaheb Kore College of Pharmacy, WARANANAGAR, Tal-Panhala, Dist-Kolhapur",Maharashtra,Kolhapur,Pharmacy,1
"Tatyasaheb Kore Institute of Engineering & Technology(Polytechnic), Warananagar",Maharashtra,Kolhapur,Civil Engineering; Computer Science and Engineering; Electrical Engineering; Mechanical Engineering,4
"Tatyasaheb Kore Institute of Engineering & Technology, WARANANAGAR-416 113 Tal:Panhala Dist: Kolhapur (Autonomus From 2020-21)",Maharashtra,Kolhapur,Engineering,1
"Tatyasaheb Kore Institute of Engineering and Technology & Polytechnic, Warananagar",Maharashtra,Kolhapur,Biotechnology; Chemical Engineering; Civil Engineering; Computer Science and Engineering; Electrical Engineering; Electronics and Telecommunication; Engineering/BTech; Mechanical Engineering,8
"Tatyasaheb Kore Institute of Engineering and Technology, Warananagar",Maharashtra,Kolhapur,Engineering/BTech,1
"Tatyasaheb Kore Shikshanshastra Mahavidyalaya, Warananagar. Tal.Panhala, Dist.Kolhapur.",Maharashtra,Kolhapur,Education,1
"Technical & Medical Education Society's J. T. Mahajan Polytechnic, Faizpur",Maharashtra,Jalgaon,Civil Engineering; Computer Engineering; Electrical Engineering; Electronics and Communication Engineering; Mechanical Engineering,5
Terna Engineering College,Maharashtra,Thane,Engineering,1
"Terna Engineering College, Nerul, Navi Mumbai",Maharashtra,Thane,Engineering/BTech,1
"Terna Mahavidyalaya (Arts, Science & Commerce), Osmanabad",Maharashtra,Osmanabad,Arts; Commerce; Science,3
"Terna Public Charitable Trust's College of Engineering, Osmanabad",Maharashtra,Osmanabad,Engineering/BTech,1
"Terna Public Charitable Trusts, College Of Engineering, Place-Osmanabad, Taluka -Osmanabad",Maharashtra,Osmanabad,Engineering,1
"Terna Public Charitable Trusts, Terna College Of Education, Terna Nagar, Place- Osmanabad, Taluka - Osmanabad",Maharashtra,Osmanabad,Education,1
"Textile & Engineering Institute, Rajwada Chowk, ICHALKARNJI-416 115 Dist:Kolhapur (Autonomous from 2016-17)",Maharashtra,Kolhapur,Engineering,1
Thadomal Sahani College of Engineering,Maharashtra,Mumbai,Engineering,1
"Thadomal Shahani Engineering College, Bandra, Mumbai",Maharashtra,Mumbai,Engineering/BTech,1
Thakur College of Engineering & Technology,Maharashtra,Mumbai,Engineering,1
"Thakur College of Engineering and Technology, Kandivali, Mumbai",Maharashtra,Mumbai,Artificial Intelligence & Machine Learning; Artificial Intelligence and Data Science; Civil and Infrastructure Engineering; Computer Engineering; Electronics and Telecommunication Engg; Engineering/BTech; Information Technology; Internet of Things (IoT); Mechanical Engineering,9
Thakur College of Science & Commerce,Maharashtra,Mumbai,Commerce; Science,2
Thakur Educational Trusts Thakur Ramnarayan College of Law,Maharashtra,Mumbai,Law,1
Thakur Institute of Management Studies & Research,Maharashtra,Mumbai,Management,1
"Thakur Institute of Management Studies, Career Development & Research",Maharashtra,Mumbai,Management,1
Thakur School of Architecture & Planning,Maharashtra,Mumbai,Architecture,1
Thakur Shyamnarayan College of Education & Research,Maharashtra,Mumbai,Education,1
Thane Municipal Corporation College of Law,Maharashtra,Thane,Law,1
"The Bhaskar Pandurang Hivale Education Society Institute of Management Studies, Career Developement & Research",Maharashtra,Ahmednagar,MCA; PG Diploma,2
